Unnamed: 0,formula_id,category,token_range,token_count,latex_formula,url,modality,transcription_text,ssml_text,survey_id,item_order,formula_row,respondent_id,annotation,formula_match,difficult_parts,pauses_helpful,emphasis_helpful,speech_rate_helpful,explanatory_info_helpful,timestamp,sounded clear,pronounced the words correctly,sounded natural,was comfortable to listen to throughout the survey,sounded like a real teacher,Gender,Age Group,Nationality,Highest Educational Degree,Which area best describes your field of study?,Mathematical Background,English Proficiency,Device Used to Complete the Survey,Audio Equipment used,audio_duration_sec
7,"https://en.wikipedia.org/wiki/Rendezvous_hashing|{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",Computer Science,31-40,36,"{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",https://en.wikipedia.org/wiki/Rendezvous_hashing,standard,"capital C subscript one, equals, left curly brace, capital S subscript one, comma, capital S subscript two, dot dot dot, capital S subscript m, right curly brace, comma, capital C subscript two, equals, left curly brace, capital S subscript m plus one, comma, capital S subscript m plus two, dot dot dot, capital S subscript two m, right curly brace, dot dot dot.","<prosody rate=""slow"">capital C subscript one, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> comma, <break time=""300ms""/> <emphasis level=""moderate"">capital C subscript two</emphasis>, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript m plus one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m plus two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> dot dot dot.</prosody>",4,9,8,study4_r5,8A,4,Latin letters,5,4,4,,2026/07/08 1:15:08 AM OESZ,4,4,4,5,4,Male,45-54,Germany,Doctorate / PhD (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",39.94116666666667
0,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules|\pi,Chemistry,1-10,1,\pi,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules,standard,pi,"<prosody rate=""slow""><emphasis level=""moderate"">pi</emphasis></prosody>",4,10,1,study4_r1,1A,5,Nothing was difficult,4,4,4,,2026/06/20 8:32:53 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",0.7053333333333334
0,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules|\pi,Chemistry,1-10,1,\pi,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules,standard,pi,"<prosody rate=""slow""><emphasis level=""moderate"">pi</emphasis></prosody>",4,10,1,study4_r2,1A,5,Nothing was difficult,1,1,1,,2026/06/21 1:05:46 PM OESZ,2,2,1,1,1,Male,45-54,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Near-native / Native (C2 or native speaker),Desktop computer,Headphones,0.7053333333333334
0,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules|\pi,Chemistry,1-10,1,\pi,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules,standard,pi,"<prosody rate=""slow""><emphasis level=""moderate"">pi</emphasis></prosody>",4,10,1,study4_r3,1A,5,Nothing was difficult,1,1,1,,2026/06/29 11:43:46 PM OESZ,5,4,4,4,2,Female,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",0.7053333333333334
0,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules|\pi,Chemistry,1-10,1,\pi,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules,standard,pi,"<prosody rate=""slow""><emphasis level=""moderate"">pi</emphasis></prosody>",4,10,1,study4_r4,1A,5,Nothing was difficult,3,3,3,,2026/07/02 1:47:10 PM OESZ,2,4,3,2,2,Male,35-44,Germany,Doctorate / PhD (or comparable university degree),Mathematics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",0.7053333333333334
0,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules|\pi,Chemistry,1-10,1,\pi,http://en.wikipedia.org/wiki/Woodward-Hoffmann_rules,standard,pi,"<prosody rate=""slow""><emphasis level=""moderate"">pi</emphasis></prosody>",4,10,1,study4_r5,1A,5,Nothing was difficult,4,5,5,,2026/07/08 1:15:08 AM OESZ,4,4,4,5,4,Male,45-54,Germany,Doctorate / PhD (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",0.7053333333333334
43,https://en.wikipedia.org/wiki/Color-flavor_locking|{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},Physics,31-40,35,{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},https://en.wikipedia.org/wiki/Color-flavor_locking,extended,"open Angle bracket, psi sub i superscript alpha, capital C, gamma five, psi sub j superscript beta, close angle bracket, is proportional to delta sub i superscript alpha, delta sub j superscript beta, minus delta sub j superscript alpha, delta sub i superscript beta, equals epsilon superscript alpha beta capital A, epsilon sub i j capital A, where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.","<prosody rate=""slow"">open Angle bracket, <break time=""200ms""/>psi sub i superscript alpha, <break time=""150ms""/>capital C, <break time=""150ms""/>gamma five, <break time=""150ms""/>psi sub j superscript beta, <break time=""200ms""/>close angle bracket, <break time=""200ms""/>is proportional to <break time=""200ms""/>delta sub i superscript alpha, <break time=""150ms""/>delta sub j superscript beta, <break time=""200ms""/><emphasis>minus</emphasis> <break time=""200ms""/>delta sub j superscript alpha, <break time=""150ms""/>delta sub i superscript beta, <break time=""250ms""/><emphasis>equals</emphasis> <break time=""200ms""/>epsilon superscript alpha beta capital A, <break time=""150ms""/>epsilon sub i j capital A, <break time=""300ms""/>where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.</prosody>",4,11,20,study4_r1,20B,2,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Greek letters",2,3,2,4.0,2026/06/20 8:32:53 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",50.8865
43,https://en.wikipedia.org/wiki/Color-flavor_locking|{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},Physics,31-40,35,{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},https://en.wikipedia.org/wiki/Color-flavor_locking,extended,"open Angle bracket, psi sub i superscript alpha, capital C, gamma five, psi sub j superscript beta, close angle bracket, is proportional to delta sub i superscript alpha, delta sub j superscript beta, minus delta sub j superscript alpha, delta sub i superscript beta, equals epsilon superscript alpha beta capital A, epsilon sub i j capital A, where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.","<prosody rate=""slow"">open Angle bracket, <break time=""200ms""/>psi sub i superscript alpha, <break time=""150ms""/>capital C, <break time=""150ms""/>gamma five, <break time=""150ms""/>psi sub j superscript beta, <break time=""200ms""/>close angle bracket, <break time=""200ms""/>is proportional to <break time=""200ms""/>delta sub i superscript alpha, <break time=""150ms""/>delta sub j superscript beta, <break time=""200ms""/><emphasis>minus</emphasis> <break time=""200ms""/>delta sub j superscript alpha, <break time=""150ms""/>delta sub i superscript beta, <break time=""250ms""/><emphasis>equals</emphasis> <break time=""200ms""/>epsilon superscript alpha beta capital A, <break time=""150ms""/>epsilon sub i j capital A, <break time=""300ms""/>where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.</prosody>",4,11,20,study4_r2,20B,4,Superscripts and exponents;Subscripts and indices;The epsilon part was very difficult to follow. The following slide does not talk about Formula 20B. It is regarding Formula 18B.,1,1,1,1.0,2026/06/21 1:05:46 PM OESZ,2,2,1,1,1,Male,45-54,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Near-native / Native (C2 or native speaker),Desktop computer,Headphones,50.8865
43,https://en.wikipedia.org/wiki/Color-flavor_locking|{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},Physics,31-40,35,{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},https://en.wikipedia.org/wiki/Color-flavor_locking,extended,"open Angle bracket, psi sub i superscript alpha, capital C, gamma five, psi sub j superscript beta, close angle bracket, is proportional to delta sub i superscript alpha, delta sub j superscript beta, minus delta sub j superscript alpha, delta sub i superscript beta, equals epsilon superscript alpha beta capital A, epsilon sub i j capital A, where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.","<prosody rate=""slow"">open Angle bracket, <break time=""200ms""/>psi sub i superscript alpha, <break time=""150ms""/>capital C, <break time=""150ms""/>gamma five, <break time=""150ms""/>psi sub j superscript beta, <break time=""200ms""/>close angle bracket, <break time=""200ms""/>is proportional to <break time=""200ms""/>delta sub i superscript alpha, <break time=""150ms""/>delta sub j superscript beta, <break time=""200ms""/><emphasis>minus</emphasis> <break time=""200ms""/>delta sub j superscript alpha, <break time=""150ms""/>delta sub i superscript beta, <break time=""250ms""/><emphasis>equals</emphasis> <break time=""200ms""/>epsilon superscript alpha beta capital A, <break time=""150ms""/>epsilon sub i j capital A, <break time=""300ms""/>where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.</prosody>",4,11,20,study4_r3,20B,3,Superscripts and exponents;Subscripts and indices,4,4,4,4.0,2026/06/29 11:43:46 PM OESZ,5,4,4,4,2,Female,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",50.8865
43,https://en.wikipedia.org/wiki/Color-flavor_locking|{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},Physics,31-40,35,{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},https://en.wikipedia.org/wiki/Color-flavor_locking,extended,"open Angle bracket, psi sub i superscript alpha, capital C, gamma five, psi sub j superscript beta, close angle bracket, is proportional to delta sub i superscript alpha, delta sub j superscript beta, minus delta sub j superscript alpha, delta sub i superscript beta, equals epsilon superscript alpha beta capital A, epsilon sub i j capital A, where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.","<prosody rate=""slow"">open Angle bracket, <break time=""200ms""/>psi sub i superscript alpha, <break time=""150ms""/>capital C, <break time=""150ms""/>gamma five, <break time=""150ms""/>psi sub j superscript beta, <break time=""200ms""/>close angle bracket, <break time=""200ms""/>is proportional to <break time=""200ms""/>delta sub i superscript alpha, <break time=""150ms""/>delta sub j superscript beta, <break time=""200ms""/><emphasis>minus</emphasis> <break time=""200ms""/>delta sub j superscript alpha, <break time=""150ms""/>delta sub i superscript beta, <break time=""250ms""/><emphasis>equals</emphasis> <break time=""200ms""/>epsilon superscript alpha beta capital A, <break time=""150ms""/>epsilon sub i j capital A, <break time=""300ms""/>where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.</prosody>",4,11,20,study4_r4,20B,1,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Superscripts and exponents;Subscripts and indices;Greek letters",2,2,3,4.0,2026/07/02 1:47:10 PM OESZ,2,4,3,2,2,Male,35-44,Germany,Doctorate / PhD (or comparable university degree),Mathematics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",50.8865
43,https://en.wikipedia.org/wiki/Color-flavor_locking|{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},Physics,31-40,35,{\displaystyle \langle \psi _{i}^{\alpha }C\gamma _{5}\psi _{j}^{\beta }\rangle \propto \delta _{i}^{\alpha }\delta _{j}^{\beta }-\delta _{j}^{\alpha }\delta _{i}^{\beta }=\epsilon ^{\alpha \beta A}\epsilon _{ijA}},https://en.wikipedia.org/wiki/Color-flavor_locking,extended,"open Angle bracket, psi sub i superscript alpha, capital C, gamma five, psi sub j superscript beta, close angle bracket, is proportional to delta sub i superscript alpha, delta sub j superscript beta, minus delta sub j superscript alpha, delta sub i superscript beta, equals epsilon superscript alpha beta capital A, epsilon sub i j capital A, where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.","<prosody rate=""slow"">open Angle bracket, <break time=""200ms""/>psi sub i superscript alpha, <break time=""150ms""/>capital C, <break time=""150ms""/>gamma five, <break time=""150ms""/>psi sub j superscript beta, <break time=""200ms""/>close angle bracket, <break time=""200ms""/>is proportional to <break time=""200ms""/>delta sub i superscript alpha, <break time=""150ms""/>delta sub j superscript beta, <break time=""200ms""/><emphasis>minus</emphasis> <break time=""200ms""/>delta sub j superscript alpha, <break time=""150ms""/>delta sub i superscript beta, <break time=""250ms""/><emphasis>equals</emphasis> <break time=""200ms""/>epsilon superscript alpha beta capital A, <break time=""150ms""/>epsilon sub i j capital A, <break time=""300ms""/>where psi sub i superscript alpha represents each quark with color index alpha taking values one, two, three corresponding to red, green, and blue, and flavor index i taking values one, two, three corresponding to up, down, and strange.</prosody>",4,11,20,study4_r5,20B,2,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Superscripts and exponents;Greek letters",1,1,1,1.0,2026/07/08 1:15:08 AM OESZ,4,4,4,5,4,Male,45-54,Germany,Doctorate / PhD (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",50.8865
